OCID,CONTRACT_TITLE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY
260,"Supervisión de los trabajos de construcción de la carretera de desviación por el paso de servidumbre de CFE paralelo a la Carretera Federal 307 entre Playa del Carmen – Puerto Morelos con una longitud de 22.90 km, Municipio de Solidaridad Estado DE Q. ROO.",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"INGENIERIA, TOPOGRAFIA Y CONTROL DE CALIDAD SA DE CV",2021-07-12,2021-12-31,10081148.64,MXN
261,"Trabajos de construcción De 22.90 Km de carretera provisional por el paso de servidumbre de CFE, paralelo a la Carretera Federal 307 entre Playa del Carmen – Puerto Morelos del Km 299+100 Al 322+000, Municipio DE Solidaridad Estado de Q. Roo.",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR INFRAESTRUCTURA SA DE CV,2021-07-12,2021-12-15,430287874.62,MXN
262,Proyecto ejecutivo para las obras de desvío por la servidumbre de paso de las torres de alta tensión de la CFE del tramo Playa del Carmen – Puerto Morelos en el Estado de Quintana Roo. ,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,CONSTRUCCION SUPERVISION Y PROYECTOS SA DE CV,2021-07-12,2021-10-09,7395124.72,MXN
263,"Supervisión de los trabajos preliminares para la liberación del área en donde se construirá la estación ""El Triunfo"" consistente en la reubicación de la cancha de futbol rápido en el municipio de Balancán , Tabasco",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,GRUPO CUYSAT SA DE CV,2021-08-25,2021-10-25,290812.75,MXN
264,"AD SERVICIOS PROFESIONALES DE LOS JUICIOS DE AMPARO PROMOVIDOS CONTRA ACTOS U OMISIONES QUE RESULTAN DE INTERÉS PARA FONATUR O CUALQUIERA DE SUS FILIALES, SIEMPRE RELACIONADOS CON EL DESARROLLO Y EJECUCIÓN DEL ""PROYECTO TREN MAYA""",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,"CUELLAR SALAS Y CUELLAR STEFFAN, S.C.",2021-08-02,2021-12-31,11500000,MXN
265,DIAGNÓSTICO Y ESCENARIOS PARA ATENDER LA PROBLEMÁTICA Y NECESIDADES DE LAS REUBICACIONES DE HOGARES Y VIVIENDAS LOCALIZADAS EN EL DERECHO DE VÍA DEL PROYECTO TREN MAYA,Invitación a cuando menos tres personas,"FONATUR Tren Maya, S.A. de C.V.",CONSULTORES EN INNOVACION DESARROLLO Y ESTRATEGIA APLICADA SC,2021-08-13,2021-09-24,4310344.83,MXN
266,"ANÁLISIS DE IMPACTO SOCIOCULTURAL DEL PROYECTO DEL TREN MAYA A LAS COMUNIDADES INDÍGENAS VINCULADAS EN LOS ESTADOS DE CHIAPAS, TABASCO, CAMPECHE, YUCATÁN Y QUINTANA ROO",Invitación a cuando menos tres personas,"FONATUR Tren Maya, S.A. de C.V.","OVERFLOD, CONSULTORIA Y MEDIACION SOCIAL SC",2021-09-01,2022-02-27,14784482.76,MXN
267,Elaboración del Proyecto Ejecutivo del Tramo 5 norte del Tren Maya que va de Playa del Carmen norte PK 5164+300 - Cancún sur PK 5209+100,Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,SECRETARIA DE LA DEFENSA NACIONAL,2021-08-30,2022-04-28,450000000,MXN
268,"Servicios para el Gerenciamiento del proyecto de desarrollo de la Infraestructura necesaria para la electrificación y conexión a la Red Nacional de Transmisión del Tramo 3b que va de Mérida a Izamal, del Tramo 4 que va de Izamal a Cancún, del tramo 5",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,COMISION FEDERAL DE ELECTRICIDAD,2021-10-11,2023-11-01,6030078409.27,MXN
269,Plan de Manejo de los árboles y palmeras ubicados en el camellón dentro del derecho de vía de la carretera federal 307 del tramo 5 Cancún – Tulúm del Tren Maya,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,CENTRO DE ARBORICULTURA Y RESTAURACION ECOLOGICA SA DE CV,2021-09-17,2021-10-15,750000,MXN
270,"Proyectos conceptuales de integración Urbano Arquitectónica para las áreas de servicio de las zonas Arqueológicas en los estados de Campeche, Yucatán y Quintana Roo.",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"GDS + A, S. A. DE C. V.",2021-09-20,2021-12-20,10109297.85,MXN
271,"Proyecto Ejecutivo para el Palacio Municipal en Palenque, Chiapas",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"LINEA + PLANO, CONSTRUCCIONES SA DE CV",2021-09-24,2021-10-22,4438278.17,MXN
272,"PÓLIZA DE FIANZA PARA GARANTIZAR LA MANIFESTACIÓN DE IMPACTO AMBIENTAL-REGIONAL DEL PROYECTO DENOMINADO TREN MAYA, FASE I",Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.","SOFIMEX, INSTITUCION DE GARANTIAS SA",2021-09-09,2022-09-08,5287875.61,MXN
273,"MATERIAL ELÉCTRICO PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN ""EL TRIUNFO""",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.","GRUPO KREIT, S.A. DE C.V.",2021-10-29,2021-11-07,80854,MXN
274,"ARRENDAMIENTO DE EQUIPO PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN ""EL TRIUNFO""",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",FACTIS INGENIERIA SA DE CV,2021-10-22,2021-10-31,129680,MXN
275,"ASISTENCIA TÉCNICA PARA EL ANÁLISIS Y DIAGNÓSTICO DE LA SITUACIÓN Y CERTEZA JURÍDICA DE TIERRAS DE PROPIEDAD PRIVADA, PÚBLICA Y SOCIAL, QUE INTEGRARÁN LAS COMUNIDADES SUSTENTABLES DEL TREN MAYA",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,"TRUST MANAGEMENT SOURCING, S.A.P.I. DE C.V.",2021-09-10,2021-12-31,3805000,MXN
276,LPN CARTERA DE PROYECTOS ESTRATÉGICOS TREN MAYA,Licitación pública,FONDO NACIONAL DE FOMENTO AL TURISMO,DELOITTE ASESORIA FINANCIERA SC,2021-11-01,2022-09-30,36000000,MXN
277,"PROYECTO EJECUTIVO DE CONJUNTO HABITACIONAL (URBANIZACIÓN, VIVIENDA Y COMERCIO) PARA LOS PREDIOS EN LOS MUNICIPIOS DE TENOSIQUE Y EMILIANO ZAPATA, EN EL ESTADO DE TABASCO Y LOS MUNICIPIOS DE CALENDARIA, ESCARCEGA Y TENABO, EN EL ESTADO DE CAMPECHE",Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2021-09-17,2021-12-17,19816847.5,MXN
278,"MATERIALES PÉTREOS PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN ""EL TRIUNFO""",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",COMERCIALIZADORA FOREMAN SA DE CV,2021-10-27,2021-10-31,346608,MXN
279,"SERVICIO DE DESMONTAJE Y REINSTALACIÓN PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN ""EL TRIUNFO""",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",FACTIS INGENIERIA SA DE CV,2021-10-22,2021-10-31,474853,MXN
280,"Elaboración del diagnóstico y caracterización para implementar la restauración en el humedal de la reserva de la biosfera Los Petenes, Campeche, así como la evaluación de los criterios por los que se designó como sitio RAMSAR, en cumplimiento a las condicionantes 9 y 12 de la autorización del proyecto Tren Maya Fase 1",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,LELO'IN TIA' AL LU'UM S. DE R.L. DE C.V.,2021-11-05,2022-01-31,8589813.98,MXN
281,Integración y consolidación de la reserva de la Biosfera Calakmul,Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,SERVICIOS ECOLOGICOS Y CIENTIFICOS SA DE CV,2021-11-05,2022-09-05,9991099.9,MXN
282,Estudio de caracterización ambiental del sitio antiguo aeropuerto en el municipio de Palenque en el Estado de Chiapas,Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,INSTITUTO TECNOLOGICO SUPERIOR DE LOS RIOS,2021-10-12,2022-03-18,5500000,MXN
283,"CEMENTO Y PRODUCTOS DE CONCRETO PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN ""EL TRIUNFO""",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",COMERCIALIZADORA FOREMAN SA DE CV,2021-10-27,2021-10-31,652874,MXN
284,"PASTO SINTÉTICO PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN ""EL TRIUNFO""",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.","GRUPO KREIT, S.A. DE C.V.",2021-10-29,2021-11-07,78043,MXN
285,"TRABAJOS DE TOPOGRAFÍA Y ESTUDIOS DE LABORATORIO PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN ""EL TRIUNFO""",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",FACTIS INGENIERIA SA DE CV,2021-10-22,2021-10-31,48756,MXN
286,"PASTO SINTÉTICO PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN ""EL TRIUNFO""

",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",COMERCIALIZADORA FOREMAN SA DE CV,2021-11-02,2021-11-11,418275,MXN
287,"MALLA CICLÓNICA PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN ""EL TRIUNFO""

",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",GRUPO KREIT SA DE CV,2021-11-02,2021-11-11,80722,MXN
288,"SERVICIOS DE INSTALACIÓN DE PASTO Y MALLA CICLÓNICA PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN ""EL TRIUNFO""",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",FACTIS INGENIERIA SA DE CV,2021-11-02,2021-11-11,142076,MXN
289,"SERVICIO DE ALBAÑILERÍA, INSTALACIÓN DE PASTO Y MALLA CICLÓNICA PARA LA LIBERACIÓN DEL ÁREA DONDE SE CONSTRUIRÁ LA ESTACIÓN """"EL TRIUNFO""""",Adjudicación directa,"FONATUR Infraestructura, S.A. de C.V.",FACTIS INGENIERIA SA DE CV,2021-10-22,2021-10-31,146284,MXN
290,"SERVICIO TÉCNICO PARA LA INTEGRACIÓN URBANA GEOGRÁFICA DE LA ZONA DE ANÁLISIS EN MÉRIDA, YUCATÁN",Invitación a cuando menos tres personas,"FONATUR Tren Maya, S.A. de C.V.",CONSULTORES ASOCIADOS EN TOPOGRAFIA SA DE CV,2021-10-19,2021-12-02,787500,MXN
291,OFICINA DE GESTIÓN DEL PROYECTO TREN MAYA – CONTINUACIÓN DE FASE 1 E IMPLEMENTACIÓN DE FASE 2,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,MEXTYPSA SA DE CV,2021-12-01,2022-12-31,1119823414.33,MXN
292,"PROGRAMA DE DESARROLLO TURÍSTICO ESTACIÓN DEL TREN MAYA EN TULUM, Q. ROO",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,CENTRO DE ESTUDIOS DE URBANISMO Y ARQUITECTURA SA DE CV,2021-11-04,2022-05-02,1694698.17,MXN
293,SEGUIMIENTO TÉCNICO PARA EL DISEÑO DE LAS ESTACIONES Y PARADEROS DEL TREN MAYA,Contratos entre entes públicos,"FONATUR Tren Maya, S.A. de C.V.",UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,2021-12-01,2022-09-30,25000000,MXN
294,"Estudio Lidar para el polígono del Tren Maya en el que se construirá el centro de población Calkiní y su camino de acceso, en el Estado de Campeche",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,DIMENSION DE IMPRESION SA DE CV,2021-12-16,2022-03-23,2672232.76,MXN
295,"Estudio de disponibilidad de suelo, Plan Maestro Conceptual y anteproyecto urbano-arquitectónico para la comunidad sustentable de Santa Elena, Yucatán",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,BA ARCHITECTURE OFFICE S DE RL DE CV,2021-12-22,2022-04-22,10344783,MXN
296,"Lineamientos para la Ejecución de la Supervisión Ambiental de Términos, Condicionantes y Medidas de Mitigación Proyecto Tren Maya Fase 1",Invitación a cuando menos tres personas,FONDO NACIONAL DE FOMENTO AL TURISMO,GRUPO PENTANO SA DE CV,2021-12-20,2022-04-19,8953406.31,MXN
297,ESTUDIO PARA EL DESARROLLO DE UN PLAN DE ACCIÓN SOCIO-TERRITORIAL APLICADO A LAS FAMILIAS EN PROCESO DE RELOCALIZACIÓN EN EL TRAMO 1 DEL PROYECTO TREN MAYA,Adjudicación directa,"FONATUR Tren Maya, S.A. de C.V.",EL INSTITUTO PANAMERICANO DE COMUNICACION Y ESTRATEGIA POLITICA SC,2021-11-26,2021-12-27,412931.04,MXN
298,"Servicio de Testigo Social para el procedimiento de Adjudicación Directa Nacional para la elaboración del proyecto ejecutivo, suministro de materiales y construcción de plataforma y vía del Tren Maya y las adecuaciones carreteras, correspondiente al tramo comprendido entre la localidad de China, al sur de la ciudad de Campeche, y la localidad de Campo de Tiro, al norte de la ciudad de Campeche",Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,ACADEMIA DE INGENIERIA AC,2021-11-30,2021-12-31,235525.5,MXN
299,PRESENCIA DE MARCA DEL PROYECTO TREN MAYA EN EXPO DUBÁI 2020,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,BRAIN HUNTER COMPANY SA DE CV,2021-09-24,2022-04-15,4310344.83,MXN
300,SERVICIO INTEGRAL PARA LA PARTICIPACION DE FONATUR Y PRESENCIA DE MARCA DEL PROYECTO TREN MAYA EN EXPOSICIONES,Adjudicación directa,FONDO NACIONAL DE FOMENTO AL TURISMO,CREATIVIDAD Y ESPECTACULOS S.A. DE C.V.,2021-10-08,2022-02-02,11894374.24,MXN
301,"DISEÑO, HABILITACIÓN Y MONTAJE DEL SHOWROOM MUESTRA DE HOTELES DEL PROYECTO TREN MAYA EN MÉRIDA, YUCATÁN",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,FONATUR INFRAESTRUCTURA SA DE CV,2021-08-04,2021-08-31,1092049.83,MXN
302,AD ELABORACIÓN DEL PROYECTO EJECUTIVO DEL TRAMO 7 DEL TREN MAYA INCLUYENDO VÍA  FERROVIARIA  Y  ADECUACIONES  CARRETERAS,Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,SECRETARIA DE LA DEFENSA NACIONAL,2021-11-30,2022-07-28,500000000,MXN
303,"AD ELABORACIÓN DEL PROYECTO EJECUTIVO DEL TRAMO 6 DEL TREN MAYA, INCLUYENDO VÍA  FERROVIARIA Y  ADECUACIONES  CARRETERAS",Contratos entre entes públicos,FONDO NACIONAL DE FOMENTO AL TURISMO,SECRETARIA DE LA DEFENSA NACIONAL,2021-11-30,2022-07-27,400000000,MXN
304,Servicios Profesionales de Apoyo para la Atención y Seguimiento a Las Consultas y la Elaboración (Cuantitativa y Cualitativa) de los Dictámenes Regulatorios del Proyecto del Tren Maya,Adjudicación directa,"BANCO NACIONAL DE OBRAS Y SERVICIOS PUBLICOS, S.N.C. ",Analy Torres Morán,2021-01-19,2021-12-31,506996.15,MXN
305,RENTA DE MAQUINARIA (TRES RETROEXCAVADORAS) - PROYECTO: ESTUDIOS PARA EL PROYECTO EJECUTIVO DEL TRAMO 4 DEL TREN MAYA,Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"GRUPO ESDI-CONSULTORES, SA DE CV",2020-09-17,2020-09-30,719664,MXN
306,ARRENDAMIENTO DE VEHÍCULOS TERRESTRES PARA EL PROYECTO EJECUTIVO DEL TRAMO 4 DEL TREN MAYA; CONVENIO 2 Y ESTUDIOS COMPLEMENTARIOS DE KARSTICIDAD,Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"EXCELLENT RENT A CAR, S.A. DE C.V.",2021-12-06,2022-06-30,1601840,MXN
307,SERVICIO DE EJECUCION DE PRUEBAS DE CAMPO DE DEFLECTOMETRO PARA LOS ESTUDIOS DEL PROYECTO EJECUTIVO DEL TRAMO 4 DEL TREN MAYA,Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,GEOSOL S A DE C V,2020-10-12,2020-11-25,2468920.1,MXN
308,ELABORACION DEL ESTUDIO TECNICO JUSTIFICATIVO PARA OBTENER LA AUTORIZACION DEL CAMBIO DE USO DE SUELO EN TERRENOS FORESTALES DEL SET 5 DEL PROYECTO DE ELECTRIFICACION DEL TREN MAYA MISMO QUE SE LLEVARA A CABO EN EL ESTADO DE QUINTANA ROO,Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,CAAFF CONSULTORIA FORESTAL S DE RL DE CV,2021-09-22,2021-12-20,785319.69,MXN
309,Desarrollo del componente de fauna en la revisión de la manifestación de impacto ambiental del Tren Maya en los tramos Palenque a Izamal,Adjudicación directa,"INSTITUTO DE ECOLOGIA, A.C.","Servicios Ecológicos y Científicos, S.A. de C.V.",2021-04-23,2021-04-27,1740000,MXN
310,"ADQUISICIÓN DE MATERIALES DIVERSOS DE PVC Y ACCESORIOS, PARA INSTRUMENTAR BARRENOS QUE SERVIRÁN COMO POZOS DE OBSERVACIÓN Y PARA REALIZAR PRUEBAS CROSS HOLE, EN EL PROYECTO ESTUDIO PARA EL PROYECTO EJECUTIVO DEL TRAMO 4 DEL TREN MAYA",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,SAM SERVICIOS INTEGRALES A LA GEOTECNIA SA DE CV,2020-11-04,2020-11-19,97440,MXN
311,"ADQUISICIÓN DE CAJAS DE PLÁSTICO CON DIVISIONES PARA ALMACENAR Y PROTEGER MUESTRAS DE SUELO ALTERADO, EN EL PROYECTO “ESTUDIO PARA EL PROYECTO EJECUTIVO DEL TRAMO 4 DEL TREN MAYA",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,INTEGRADORA DE SERVICIOS Y ADQUISICIONES DE MEXICO SA DE CV,2020-10-31,2020-11-16,271440,MXN
312,RENTA DE EQUIPO ELAST LOGGER-3i & ELASTMETER DIGITAL PARA PRUEBAS DE CAMPO-MECÁNICA DE ROCAS - PROYECTO EJECUTIVO DEL TRAMO 4 DEL TREN MAYA ,Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,SIGMETRIC SA DE CV,2020-10-02,2021-01-15,1890475,MXN
313,"Estudio cambio de uso de suelo Tren Maya Tramo 7 Fase 2, Campeche con una superficie de 525.87 hectáreas el cual incluirá: visita (1) al sitio del proyecto, para recabar información de campo, visita de predio; análisis de información documental previa; entrega de un ejemplar original del trámite y una copia digital en disco compacto al promovente",Adjudicación directa,"INSTITUTO DE ECOLOGIA, A.C.",Martín Jesús García Diaz ,2022-10-24,2022-12-15,2000000,MXN
314,"Estudio cambio de uso de suelo Tren Maya Tramo 7 Fase 1, Quintana Roo con una superficie de 137.95 hectáreas el cual incluirá: Visita (2) al sitio del proyecto, para recabar información de campo, visita de predio; análisis de información documental previa; entrega de un ejemplar original del trámite y una copia digital en disco compacto al promovente",Adjudicación directa,"INSTITUTO DE ECOLOGIA, A.C.",Martín Jesús García Diaz ,2022-10-27,2022-12-12,1991653.6,MXN
315,"Servicio de dictamen no forestal del proyecto Tren Maya Tramo 7 por 294.84 hectáreas custf. El cual incluirá: Visita (1) al sitio del proyecto, para recabar información de campo, visita de predio, análisis de la información documental previa y entrega de un ejemplar en original",Adjudicación directa,"INSTITUTO DE ECOLOGIA, A.C.",Martín Jesús García Diaz ,2022-10-17,2022-11-30,998642.4,MXN
316,CONSTRUCCION DE LA OBRA CIVIL Y ELECTROMECANICA PARA CRUCES DE LAS LINEAS DE TRANSMISION VALLADOLID 73490 DZITAS NIZUC 73480 CHEMAX Y VALLADOLID POT 93070 NIZUC VALLADOLID POT 93050 BALAM CON EL PROYECTO DEL TREN MAYA TRAMO IZAMAL CANCUN MISMOS QUE SE LLEVARAN A CABO EN LOS ESTADOS DE YUCATAN Y QUINTANA ROO,Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,CONSTRUCCIONES ROCHA SA DE CV,2022-03-14,2022-07-11,15200815.73,MXN
317,"Construcción de circuitos de media tensión aéreos y Subterráneos en 13.2 kv y 34.5 kv, para suministrar el servicio de energía eléctrica a la estación FTM Palenque, Casetas No 1,3,4 y 5 del Tren Maya Tramo 1, en los Municipios de Palenque, Tenosique y Emiliano Zapata en los Estados de Chiapas y Tabasco",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"CONSTRUCTORA DE OBRAS Y PROYECTOS ELÉCTRICOS DE MICHOACAN, S.A. DE C.V.",2022-10-01,2022-12-31,18129572,MXN
318,CONSTRUCCION DE LA OBRA CIVIL Y ELECTROMECANICA CON SUMINISTRO Y ELABORACION PARCIAL DE INGENIERIA PARA SUBESTACIONES Y LINEAS DE TRANSMISION SE TRACCION 2 SE MANIOBRAS 2 LT MANIOBRAS 2 ENTQ VALLADOLID 73490 DZITAS ATF2 ATL3 Y ATL4 CORRESPONDIENTES AL SET 02 DE LAS OBRAS ELECTRIFICACION Y CONEXION A LA RED NACIONAL DE TRANSMISION DEL TRAMO 3 DE IZAMAL A VALLADOLID DEL PROYECTO TREN MAYA MISMOS QUE SE LOCALIZAN EN EL ESTADO DE YUCATAN,Invitación a cuando menos tres personas,COMISION FEDERAL DE ELECTRICIDAD,CONSTRUCCIONES ROCHA SA DE CV Y VISION GLOBAL INDUSTRIAL SA DE CV,2022-07-18,2023-04-22,618870562.7,MXN
319,CONSTRUCCION DE LA OBRA CIVIL Y ELECTROMECANICA PARA EL CRUCE DE LA LINEA DE TRANSMISION VALLADOLID POTENCIA 73T10 TIZIMIN 1 115KV KM155 500 CON EL PROYECTO DEL TREN MAYA MISMOS QUE SE LLEVARA A CABO EN EL ESTADO DE YUCATAN,Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,ACTIVIDADES DE CONSTRUCCION Y SERVICIOS EL ROBLE SA DE CV,2022-06-09,2022-09-26,4684251.13,MXN
320,CONSTRUCCION DE LA OBRA CIVIL Y ELECTROMECANICA CON SUMINISTRO Y ELABORACION PARCIAL DE INGENIERIA DE SUBESTACIONES Y LINEAS DE TRANSMISION SE TRACCION 1 SE MANIOBRAS 1 LT MANIOBRAS 1 ENTQ NACHICOCOM IZAMAL ATF1 ATI1 ATI2 Y SE MANIOBRAS 1 MVAR CORRESPONDIENTES AL SET01 DE LAS OBRAS DE ELECTRIFICACION Y CONEXION A LA RED NACIONAL DE TRANSMISION DEL TRAMO 3 DE IZAMAL A VALLADOLID DEL PROYECTO TREN MAYA MISMOS QUE SE LOCALIZAN EN EL ESTADO DE YUCATAN,Invitación a cuando menos tres personas,COMISION FEDERAL DE ELECTRICIDAD,CONTROL Y MONTAJES INDUSTRIALES DE MEXICO SA DE CV Y IBEROAMERICANA DE HIDROCARBUROS SA DE CV,2022-07-18,2023-04-22,958038047.1,MXN
321,CONSTRUCCION DE LA OBRA CIVIL Y ELECTROMECANICA CON SUMINISTRO Y ELABORACION PARCIAL DE INGENIERIA PARA SUBESTACIONES Y LINEAS DE TRANSMISION SE TRACCION 3 SE MANIOBRAS 3 ATF3 ATI5 ATI6 Y LT MANIOBRAS 3 ENTQ NIZUC CHEMAX CORRESPONDIENTES AL SET03 DE LAS OBRAS DE ELECTRIFICACION Y CONEXION A LA RED NACIONAL DE TRANSMISION DEL TRAMO 4 DE IZAMAL A CANCUN DEL PROYECTO TREN MAYA MISMOS QUE SE LOCALIZAN EN LOS ESTADOS DE YUCATAN Y QUINTANA ROO,Invitación a cuando menos tres personas,COMISION FEDERAL DE ELECTRICIDAD,PROYECTOS Y CONSTRUCCIONES URISA SA DE CV,2022-07-18,2023-04-01,668739900.2,MXN
322,"Construcción de circuitos de media tensión aéreos y Subterráneos en 13.2 kv y 34.5 kv, para suministrar el servicio de energía eléctrica a la estación FTM Boca Del Cerro, Paradero Tenosique y El Triunfo, Casetas No 2,6,7 y 8 del Tren Maya Tramo 1, en los Municipios de Balancán, Palenque y Tenosique en los Estados de Chiapas y Tabasco",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,INFRAESTRUCTURA CER S.A. DE C.V.,2022-12-20,2023-05-18,10919557.47,MXN
323,SERVICIO DE AUTOTRANSPORTE DE CARGA REGULAR FLETES Y MANIOBRAS PARA EL TRASLADO DE MATERIALES DE LA DIVISON ORIENTE A LA DIVISION PENINSULAR PARA LA CONSTRUCCION DEL TREN MAYA,Adjudicación directa,COMISION FEDERAL DE ELECTRICIDAD,RUBEN GARCIA VILLA,2023-03-11,2023-03-31,1479000,MXN
324,CONSTRUCCION DE LA OBRA CIVIL Y ELECTROMECANICA CON SUMINISTRO Y ELABORACION PARCIAL DE INGENIERIA DE SUBESTACIONES Y LINEAS DE TRANSMISION SE TRACCION 4 SE MANIOBRAS 4 ATF 4 ATI 7A ATI 8A ATI 8B Y LT MANIOBRAS 4 ENTQ NIZUC MOON PALACE CORRESPONDIENTES AL SET 04 DE LAS OBRAS DE ELECTRIFICACION Y CONEXION A LA RED NACIONAL DE TRANSMISION DEL TRAMO 4 QUE VA DE IZAMAL A CANCUN Y TRAMO 5 QUE VA DE CANCUN A TULUM DEL PROYECTO TREN MAYA MISMAS QUE SE LOCALIZARAN EN EL ESTADO DE QUINTANA ROO,Invitación a cuando menos tres personas,COMISION FEDERAL DE ELECTRICIDAD,JEMAYEL SA DE CV Y ACTIVIDADES DE CONSTRUCCION Y SERVICIOS EL ROBLE SA DE CV ,2023-01-01,2023-03-31,776131606.8,MXN
325,"FTM 2.3 AMPLIACIÓN DE LAS SUBESTACIONES ESCÁRCEGA Y KALA, DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 2, DE LA ZONA DE DISTRIBUCIÓN CAMPECHE, EN EL ESTADO DE CAMPECHE",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"DISTRIBUCIONES Y SISTEMAS ELECTROMECANICOS DE MERIDA, S.A. DE C.V.",2023-03-01,2023-04-29,2568084.82,MXN
326,"PHD QUINTANA ROO FTM CONSTRUCCIÓN DE CRUCES DE PERFORACIÓN HORIZONTAL DIRIGIDA PARA REDES ELÉCTRICAS DE MEDIA TENSIÓN DEL PROYECTO FONATUR TREN MAYA, EN EL TRAMO 4 Y 5, EN EL ÁMBITO DE LA ZONA DE DISTRIBUCIÓN CANCÚN, EN EL ESTADO DE QUINTANA ROO",Licitación pública,COMISION FEDERAL DE ELECTRICIDAD,"ELECTRO SERVICIOS HR, S.A. DE C.V.",2023-02-24,2023-05-12,9748605.25,MXN
